f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
-0.23086637384476896,1.0729780477660118,-1.3386057997232488,1.4532606633210343,-0.7859860326349823,2.3638724946193608,0.6929186230316111,-1.3810446031537749,0.7215625051261435,0.30381859560487573,176.6301894436195
0.975816719344709,0.47363207681145447,-1.2457173764463845,0.9184544439424138,0.5555126463422483,-0.9263811299815384,0.054934110999848726,-0.9186865114860944,-0.2950899142379063,-0.4173668136050844,44.81967786274807
-0.26451484131061076,-1.6075598643689741,0.6354180302092264,-2.0038623644067535,-0.7691423497872982,-0.7627247785662142,-1.2392583948534726,-0.9399031011088647,-0.19382613877280352,0.8294748419317485,-262.34119315018614
0.21668311896428621,0.1680153405325285,-0.2188662517356257,-0.3033500674771342,0.5008315910042116,0.9452115346114836,0.7662429750405095,-0.87847380134206,-0.6375875420759639,0.7424589135926203,86.8302738540515
-0.2798103423770061,-0.07744346072599365,0.5059655534558652,-0.9645377949101913,1.4509275482792119,-1.1952937635992447,-0.7282722024066131,1.8071966436378852,-1.0240285908863795,-1.6826586941226858,-213.55329192148056
-2.208280776228252,-0.4338734629791891,0.13585942408165688,-0.23058639852361285,-0.7670674554003005,1.7221550978081948,-0.05250506853865217,-0.6038382974931866,-1.2148061358886433,-0.4479613384499751,-131.67231612126602
1.6923465724632047,1.5512452664277294,-2.703348047107357,0.14432647172603683,-0.7615878650362199,0.8822864925992157,0.33935581275622034,-0.30601395435740886,-0.7037103993314333,0.1454272174057594,69.51429662173874
-1.1571166187132709,-0.4949654803680731,-1.551512249058929,-1.3331283547778066,1.149672018878747,-0.49757249830921385,0.6620518347584732,0.2965769385303051,0.2887280030098363,1.2676515111879738,-69.00874121453403
0.6909109573921928,1.3181970672340253,0.1390286869531256,-0.44480683817049027,-0.4432634648179029,-1.3581749214775936,-0.04512289032405165,-0.28857511715410117,0.08409438825019651,-0.11455942747251965,6.573325475245475
0.25373966149457344,-1.2295495944524168,1.0857863249393471,0.4676931717654332,-0.46531045678005334,0.4966992232365217,0.09798315347089544,-0.10594835430413566,-1.5029703283951532,2.6443433470170348,190.8791925458143
0.5765569630557664,-0.275051697151644,3.0788808084552377,0.3112501545435361,-1.5151910621985523,-2.301921164735585,1.1195749114345768,1.3668742674445247,-0.24903603955637832,1.6449677135012837,283.04610439597604
0.6067230591361827,1.0519476177229186,0.5345056484805503,-0.18319661872038787,-0.3839712719523516,-0.9980606273144129,0.8876554258738361,0.2502002062516945,3.109918556005361,1.9956674897839644,245.48358730697797
0.35250496835687956,-0.8245141615276735,-1.8206033005485172,-0.5703513664136806,-0.5289777080640152,-0.6085897232397004,0.2700573583914221,-1.0565576427602528,-0.25885440036983165,1.223083067095325,-40.59794186626663
-1.0401987109554731,0.11345604005655238,1.4488201083377155,0.6988156702804763,0.9198715159544302,0.18583762890275304,-0.3150819279089234,1.0189232400898984,-0.6161434580489434,-0.5942108723816666,20.0564940749312
